-0.10665111,0.22607973,-0.10192164,-0.14188987,-0.17372087,-0.10842435,-0.18672766,0.08350001,0.09274045,-0.26684374,0.05731478,0.04160585,0.07929958,0.039569784,-0.28280407,0.009402408,0.08500075,0.10446111,0.036318585,0.023210553,-0.03423567,0.11140798,0.113249704,-0.14747901,0.17107292,0.02444019,0.21033187,-0.16783023,-0.3519885,0.054185186,0.10289357,-0.12855954,-0.12611024,0.04539939,0.25730118,-0.07269517,-0.4400287,0.098865755,0.047421742,0.042529684,-0.00175601,-0.20519853,0.34436634,-0.14456785,-0.27140996,0.17457035,0.1593863,-0.26560807,-0.25057203,-0.16071372,0.27848506,-0.027924523,0.29363555,-0.07668847,-0.19870761,-0.253756,-0.25557187,0.04848335,-0.031921644,-0.006145913,0.03226536,0.045521036,-0.14334793,0.057537727
0.14020321,-0.081694044,-0.080740765,-0.054540735,-0.1492615,-0.02172754,-0.054290816,-0.077468,-0.2536438,-0.40947315,-0.16416031,0.0020853514,0.007801808,0.04095871,0.017418034,-0.20191887,0.050826203,0.009175946,-0.012735835,0.37427786,0.28596815,-0.043244693,-0.093418896,-0.00096272025,-0.12683149,-0.05619196,0.023972573,0.020083042,0.07127442,-0.020180086,-0.12581046,0.14430425,-0.18004811,0.06113884,-0.002709939,0.16527568,0.046082575,0.03774201,-0.19937056,-0.28272697,0.050429266,-0.24545889,-0.048333004,0.15822981,0.06064674,-0.0722648,-0.07206731,0.09218578,-0.102232985,-0.3686971,0.03719033,0.05212199,0.23739676,0.031382672,-0.03391335,0.014236808,0.20410976,0.13628362,0.009702094,-0.0987409,-0.040054608,0.1450709,0.09606778,0.18936345
-0.14968033,-0.0039163674,0.088332966,0.101592146,-0.21150275,-0.027185872,0.0255587,-0.28264144,0.064052135,0.008186736,0.22667387,0.16521293,0.12895794,-0.08605155,-0.052723236,0.058550365,-0.059452455,0.07041529,-0.124671675,-0.1625224,0.14960031,0.009282001,-0.01899513,-0.02105551,0.18442802,0.10101656,-0.33957797,-0.34824026,-0.08764554,-0.10961913,-0.036312774,0.014630307,-0.2471339,-0.17553136,-0.22753955,0.07599842,-0.11585942,0.0046940916,-0.456932,0.074961625,-0.13643722,0.14751217,0.068608746,0.20360143,-0.10647397,-0.2501138,-0.20744683,0.012530428,-0.3039573,0.081083275,0.18011701,0.24067153,0.11545675,0.14913501,0.068521604,0.113931835,0.103155605,0.1585059,0.1728584,0.09577158,0.11692836,0.10816251,0.26802057,-0.027832601
0.1903232,-0.065539725,-0.013777826,0.13440533,0.00049545296,0.21127026,0.024979062,-0.15105025,0.08219657,0.1010722,0.07298867,0.14649324,0.06359777,0.061509743,0.05160027,0.0888195,-0.14756614,-0.0325348,-0.2608089,-0.2075104,0.21097343,-0.15720512,-0.015166972,0.026318097,0.02556625,-0.054020695,-0.26993182,-0.0608446,0.009823324,-0.18399352,-0.33837464,-0.102714516,0.17349774,0.096588716,-0.23390031,0.19032666,0.018260665,0.11545235,-0.048674226,-0.14865142,0.04800695,-0.23238476,-0.33202162,-0.27352005,-0.096697375,0.09872177,0.16735445,0.09398971,0.31330028,0.059327573,0.080434605,-0.066725396,0.09121984,0.3782362,0.047175672,0.24804917,0.0038135056,-0.13305457,0.28167573,-0.025529344,-0.044731997,-0.10083693,-0.081111915,0.17960584
-0.08441656,0.23255157,-0.057033308,-0.2773484,-0.12859242,-0.23639362,0.026551977,0.09406518,-0.08803581,-0.12577224,-0.24902633,-0.054149695,-0.27478546,-0.16546543,0.16486154,-0.26462984,0.14372297,0.10764974,0.034238912,0.23218663,0.05777824,-0.06787331,-0.11502757,-0.024569094,0.109707944,-0.019069139,0.07505248,0.15922742,-0.058714893,0.09985823,0.19198921,-0.08488717,0.09811774,0.20083266,0.10953411,0.12782687,0.081115104,0.32404685,0.17182072,0.36123794,0.16013104,0.2596441,0.010985791,0.23528644,0.063361645,0.02977551,-0.17477867,0.25085288,0.26791143,-0.025124196,-0.046565995,0.09027092,0.12174807,-0.12468544,-0.15690327,0.263975,0.023025416,0.15857837,0.17013031,-0.16828415,-0.05225287,0.01806878,0.11649896,0.20968568
-0.0037759454,-0.0711204,0.050234776,0.21618296,0.123464204,0.41533777,0.39496595,0.1725588,0.26541647,0.055339962,0.09767425,0.25140098,0.017683959,0.0028184578,-0.03200391,0.040523823,0.29866716,-0.0361023,0.28714585,0.050760414,-0.065441236,-0.522615,-0.42777798,0.11635274,-0.07796959,0.07524756,0.17074567,-0.044996027,-0.15919106,-0.14133666,-0.18223782,0.31519797,-0.015015546,0.029243823,-0.21837972,0.08194074,-0.30780572,0.05256336,0.09021884,0.004342748,0.3144523,-0.32328293,-0.39659178,-0.16386685,-0.13006485,-0.026759708,0.22252615,0.015138923,-0.031018203,0.007261213,0.028654182,-0.048252217,0.13708474,0.10117686,-0.08536208,0.039958052,-0.06350188,-0.01041995,0.24452661,-0.02605557,-0.15828088,-0.12997945,-0.0010328696,-0.086889565
0.16381025,0.1285274,-0.18631603,-0.090550296,-0.17960149,-0.03450952,-0.19738786,-0.10339309,-0.19236195,-0.25283974,-0.031729236,-0.08461716,-0.121802315,-0.15432256,-0.11881622,0.15602337,0.0867904,-0.19637778,-0.048773784,-0.06083109,-0.27247912,-0.40072238,-0.11178472,0.12886576,-0.24728477,-0.029364033,0.21504137,-0.08922243,-0.094525196,-0.26975995,-0.15791994,0.19729692,0.17824915,0.18409912,0.09840658,0.2794394,0.008303083,0.069794804,0.041036535,0.014465783,0.016436838,-0.14864202,0.45354575,0.14409016,-0.10833378,0.11860997,0.15609354,-0.28493476,0.051546734,-0.24982189,0.17454231,0.16626458,0.15368348,0.04963961,0.14804794,0.27522576,-0.060732283,-0.18801352,-0.037571285,-0.17800343,0.10365021,0.21893586,0.13489519,-0.14596769
0.20701419,0.15164289,0.111734346,0.13765028,0.19933552,0.06732343,0.1772555,-0.054929104,0.06054498,0.18660718,-0.07656411,0.14603016,0.30506697,0.14789748,0.116421044,0.0698881,-0.17291625,0.021495616,-0.36352322,-0.35502306,0.12523264,-0.033542775,-0.0727989,0.1286029,-0.08977557,-0.15373641,-0.20979318,-0.10165699,-0.044393275,0.0634468,0.18429735,0.26436746,-0.19784443,0.054425467,0.005789102,0.23673333,0.18551382,0.18750463,0.275277,0.18935882,0.27620384,0.09028979,-0.04885041,0.16180556,-0.053912476,0.015901992,-0.23044564,-0.10185469,-0.17474832,-0.270833,-0.12655005,-0.06541889,-0.17736064,-0.2620811,-0.16105391,0.057033196,0.13288696,0.09737732,0.052121494,-0.16279949,-0.38295332,-0.12803791,-0.08184916,0.131948
0.23346929,0.1715874,-0.087410524,0.13546667,-0.16308306,0.080590814,-0.27310055,-0.083169214,-0.23893692,-0.09219681,-0.11409992,-0.010750918,-0.031760503,0.16223529,-0.0327991,-0.3268887,-0.28139234,0.16185391,0.2127946,-0.089672536,0.06676325,0.07337544,0.10661915,-0.18321523,0.01774963,-0.10354156,-0.05948757,0.10466939,0.04151918,-0.015418982,-0.13804452,0.20385776,-0.002533305,-0.1748701,-0.002432196,0.18178946,0.038908266,-0.15507397,-0.12930374,-0.116136245,-0.105665624,-0.068373926,0.28441593,0.06623871,-0.050377518,0.02433721,0.040823683,0.12499556,-0.1808551,-0.0008036201,0.22450943,-0.13587189,0.10171059,0.12792529,0.07136779,-0.22604272,-0.22155671,-0.24444827,0.022327876,0.024054399,-0.057854205,-0.033020895,0.0014917282,0.061048724
-0.14259194,0.067743436,-0.028188877,-0.13259612,-0.009053601,0.1146638,0.11132685,-0.14963546,-0.088516645,-0.05633159,0.02869369,0.1138555,0.023167081,0.111364186,0.04441081,-0.13853393,0.09457209,0.093067855,0.14554268,0.057966717,0.13795346,0.11865966,-0.029525384,-0.16446021,0.03663229,-0.05894298,0.122090004,-0.024128981,0.064639404,0.25769567,0.029475113,-0.04109018,0.17565407,0.09509194,-0.09497816,0.13111122,-0.14458759,0.031125778,-0.016551612,-0.26651925,-0.20596835,-0.23320712,-0.36592737,-0.19907616,-0.16810906,0.049842395,0.15289083,0.03194326,-0.045265704,-0.03886769,-0.003837336,-0.14363033,0.024081664,-0.06727292,-0.006580962,0.17103413,-0.008052482,0.0380341,0.23644182,0.24827437,-0.12583283,-0.11151697,-0.08144498,0.09739121
